Category;Description;Nutrient Data Bank Number;Data,Alpha Carotene;Data,Ash;Data,Beta Carotene;Data,Beta Cryptoxanthin;Data,Carbohydrate;Data,Cholesterol;Data,Choline;Data,Fiber;Data,Kilocalories;Data,Lutein and Zeaxanthin;Data,Lycopene;Data,Manganese;Data,Niacin;Data,Pantothenic Acid;Data,Protein;Data,Refuse Percentage;Data,Retinol;Data,Riboflavin;Data,Selenium;Data,Sugar Total;Data,Thiamin;Data,Water;Data,Fat,Monosaturated Fat;Data,Fat,Polysaturated Fat;Data,Fat,Saturated Fat;Data,Fat,Total Lipid;Data,Household Weights,1st Household Weight;Data,Household Weights,1st Household Weight Description;Data,Household Weights,2nd Household Weight;Data,Household Weights,2nd Household Weight Description;Data,Major Minerals,Calcium;Data,Major Minerals,Copper;Data,Major Minerals,Iron;Data,Major Minerals,Magnesium;Data,Major Minerals,Phosphorus;Data,Major Minerals,Potassium;Data,Major Minerals,Sodium;Data,Major Minerals,Zinc;Data,Vitamins,Vitamin A - IU;Data,Vitamins,Vitamin A - RAE;Data,Vitamins,Vitamin B12;Data,Vitamins,Vitamin B6;Data,Vitamins,Vitamin C;Data,Vitamins,Vitamin E;Data,Vitamins,Vitamin K
CEREALS;CEREALS,QUAKER,INST OATMEAL, CINN ROLL,PREP W/ BOILING H2O;8430,00;0,00;0,04;0,00;0,00;0,96;0,00;0,00;2099999905,00;121,00;37,00;0,00;0,62;2424,00;0,10;0,14;0,00;192,00;0,14;0,29;9699999809,00;0,12;70,75;0,38;0,03;0,19;0,08;7,21;1 packet, prepared;0,00;;65,00;0,00;0,09;29,00;99,00;82,00;144,00;0,05;638,00;192,00;0,00;0,18;0,00;0,01;0,00
CRLS;CRLS,QUAKR INST OTML,NUTR FOR WMN,VNLA CINN,PREP W/ BOIL H2O;8431,00;0,00;0,08;0,00;0,00;0,85;0,00;0,00;1700000048,00;104,00;0,00;0,00;0,52;2557,00;0,08;0,14;0,00;202,00;0,15;0,25;8100000381,00;0,13;3,10;0,31;0,27;0,02;0,06;0,00;;0,00;;240,00;0,08;0,18;25,00;88,00;73,00;177,00;0,04;673,00;202,00;0,06;0,33;0,00;0,14;0,00
CEREALS;CEREALS,QKR,INST OATMEAL,FOR WOMEN,BRSUGR,PREP W/H2O;8432,00;0,00;0,08;0,00;0,00;0,84;0,00;0,00;1700000048,00;105,00;0,00;0,00;0,53;0,12;0,09;0,14;0,00;201,00;0,15;0,25;7820000172,00;0,12;73,79;0,32;0,27;0,16;0,06;6,88;1 packet, prepared;0,00;;239,00;0,08;0,18;28,00;91,00;88,00;199,00;0,04;669,00;201,00;0,01;0,32;0,00;0,14;0,00
CERLS;CERLS,QUKR,INST OATML,NUTR FOR WMN,APL SPCE,PREP W/ BOIL H2O;8433,00;0,00;0,08;0,00;0,00;0,88;0,00;0,00;1899999976,00;107,00;0,00;0,00;0,46;2576,00;0,08;0,13;0,00;203,00;0,15;0,21;9659999847,00;0,13;3,06;0,00;0,25;0,14;0,05;6,92;1 packet, prepared;0,00;;242,00;0,08;0,19;22,00;81,00;83,00;192,00;0,04;678,00;204,00;0,06;0,33;0,00;0,14;0,00
CERLS;CERLS,QUKR,INST OATML,EXPR,GLDN BRN SUGR,PREP W/ BOIL H2O;8434,00;0,00;0,04;0,00;0,00;1,00;0,00;0,00;0,08;121,00;0,00;0,00;0,60;2421,00;0,10;0,13;0,00;191,00;0,14;0,25;1015999985,00;0,12;70,69;0,04;0,31;0,18;0,05;7,21;1 packet, prepared;0,00;;65,00;0,00;0,09;28,00;95,00;78,00;170,00;0,04;638,00;192,00;0,00;0,18;0,00;0,01;0,04
CEREALS RTE;CEREALS RTE,UNCLE SAM CRL;8435,00;0,00;0,10;0,00;0,00;65,78;0,00;50,00;2029999924,00;431,00;0,00;0,00;0,17;0,67;0,43;0,69;0,00;0,00;0,13;3,67;1559999943,00;0,10;0,20;0,11;0,36;0,06;0,46;2,29;1 cup,  (1 serving);0,00;;95,00;0,52;0,17;206,00;374,00;446,00;206,00;0,19;0,00;0,00;0,00;0,66;2,55;0,05;0,05
CEREALS;CEREALS,QUAKER,INST OATMEAL,RAISIN & SPICE,DRY;8436,00;0,00;0,15;0,00;0,00;3,19;0,00;0,00;6199999809,00;360,00;0,00;0,00;0,11;0,43;0,03;0,34;0,00;768,00;0,06;0,88;3631000137,00;0,05;0,35;0,08;0,07;0,01;0,19;1,79;1 packet;0,00;;256,00;0,02;0,38;80,00;268,00;361,00;562,00;0,05;2556,00;768,00;0,00;0,04;0,00;0,03;0,09
CEREALS;CEREALS,QUAKER,INST OATMEAL,RAISIN & SPICE,PREP;8437,00;0,00;0,07;0,00;0,00;0,86;0,00;0,00;1600000024,00;100,00;0,00;0,00;0,43;2585,00;0,07;0,09;0,00;204,00;0,15;0,21;9670000076,00;0,13;3,16;0,28;0,25;0,14;0,05;6,75;1 packet, prepared;0,00;;70,00;0,07;0,11;22,00;71,00;96,00;151,00;0,03;681,00;204,00;0,00;0,19;0,00;0,01;0,00
CERLS;CERLS,QUAKER,INST GRIT PRDCT W/ RDEYE GRVY&IMITN HAM BIT,DRY;8444,00;0,00;0,20;0,00;0,00;76,62;0,00;0,00;4599999905,00;346,00;0,00;0,00;0,00;0,36;0,03;0,44;0,00;0,00;0,05;0,00;0,00;0,04;0,30;0,04;0,05;0,02;0,09;1,17;1 packet;0,00;;9,00;0,01;28,93;31,00;80,00;173,00;1764,00;0,03;0,00;0,00;0,00;0,01;0,00;0,00;0,00
CEREALS;CEREALS,QUAKER,MOTHER'S INST OATMEAL (NON-FORTIFIED),DRY;8446,00;0,00;0,10;0,00;0,00;65,81;0,00;0,00;0,38;359,00;0,00;0,00;0,17;0,06;0,05;0,55;0,00;0,00;0,01;0,00;1419999957,00;0,04;0,46;0,12;0,09;0,07;0,29;1,67;,25 cup,  (1 NLEA serving);0,00;;52,00;0,02;0,18;136,00;460,00;384,00;3,00;0,13;0,00;0,00;0,00;0,00;0,00;0,00;0,00
CERLS;CERLS,QUKR,INST GRIT PRDCT W/ IMITN BACN BIT&CHDR FLVR,DRY;8448,00;0,00;0,23;0,00;0,00;3,03;0,00;0,00;4699999809,00;363,00;0,00;0,00;0,01;0,34;0,03;0,44;0,00;0,00;0,05;0,00;2269999981,00;0,04;0,32;0,12;0,07;0,04;0,23;1,17;1 packet;0,00;;24,00;0,01;28,93;24,00;99,00;209,00;1557,00;0,04;12,00;1,00;0,03;0,01;0,00;0,00;0,00
CEREALS;CEREALS,QUAKER,INST GRITS PRODUCT W/ AMERICAN CHS FLAVOR,DRY;8449,00;0,00;0,20;0,00;0,00;3,14;1,00;0,00;4400000095,00;364,00;0,00;0,00;0,01;0,34;0,03;0,34;0,00;0,00;0,05;0,00;200999999,00;0,04;0,26;0,10;0,05;0,05;0,21;1,17;1 packet;0,00;;12,00;0,00;28,93;25,00;77,00;135,00;1518,00;0,03;9,00;0,00;0,02;0,01;0,00;0,00;0,00
CEREALS;CEREALS,QUAKER,INST GRITS PRODUCT--HAM 'N' CHS;8450,00;0,00;0,25;0,00;0,00;71,98;1,00;0,00;4199999809,00;359,00;0,00;0,00;0,01;0,33;0,03;0,47;0,00;0,00;0,04;0,00;0,00;0,04;0,31;0,10;0,05;0,05;0,21;1,17;1 packet;0,00;;23,00;0,01;28,93;34,00;95,00;212,00;1930,00;0,04;13,00;1,00;0,03;0,01;0,00;0,00;0,00
CEREALS RTE;CEREALS RTE,KELLOGG'S,FRUIT HARVEST APPL CINN;8456,00;0,00;0,08;0,00;0,00;3,46;0,00;0,00;0,25;397,00;0,00;0,00;1534,00;0,33;0,42;0,29;0,00;240,00;0,00;0,00;1,54;0,00;0,13;3304,00;0,05;0,36;0,21;2,17;1 cup;0,00;;42,00;0,21;0,29;71,00;172,00;317,00;490,00;0,09;800,00;240,00;0,09;0,01;0,00;0,00;0,04
CEREALS RTE;CEREALS RTE,KELLOGG'S,FRUIT HARVEST PEACH/STRAWBERRY;8457,00;0,00;0,05;0,00;0,00;3,63;0,00;13,00;0,21;368,00;0,00;0,00;1859,00;0,50;0,49;0,29;0,00;399,00;0,04;0,29;1,25;0,04;0,13;0,00;0,00;0,00;0,04;1,25;,75 cup;0,00;;23,00;0,16;0,46;50,00;170,00;280,00;550,00;0,13;1330,00;399,00;0,13;0,04;0,13;0,02;0,01
CEREALS RTE;CEREALS RTE,KELLOGG'S,FRUIT HARVEST STRAWBERRY/BLUEBERRY;8458,00;0,00;0,09;0,00;0,00;3,63;0,00;13,00;4599999905,00;368,00;0,00;0,00;1523,00;0,75;0,50;0,25;0,00;589,00;0,05;0,29;1,42;0,05;0,13;0,00;0,00;0,00;0,04;1,21;,75 cup,  (1 NLEA serving);0,00;;26,00;0,13;0,71;52,00;181,00;284,00;472,00;0,25;1963,00;589,00;0,21;0,05;0,17;0,02;0,05
CEREALS RTE;CEREALS RTE,KELLG'S,FRSTD MINI-WHTS,MPLE & BRWN SGR,BTE SZE;8459,00;0,00;0,09;0,00;0,00;3,42;0,00;0,00;9600000381,00;356,00;0,00;0,00;2933,00;0,38;0,50;0,33;0,00;0,00;0,01;0,00;1,00;0,00;0,25;0,00;0,04;0,00;0,05;2,17;24 biscuit,  (1 NLEA serving);0,00;;33,00;0,24;1,29;88,00;285,00;338,00;1,00;0,09;0,00;0,00;0,09;0,04;0,00;0,00;0,04
CEREALS RTE;CEREALS RTE,KELLOGG'S,TONY'S CINN KRUNCHERS;8460,00;0,00;0,04;0,00;0,00;3,29;0,00;0,00;0,04;448,00;0,00;0,00;0,59;0,71;0,40;0,17;0,00;518,00;0,05;0,00;1,50;0,04;0,13;0,17;0,00;0,08;0,50;1,21;,75 cup;0,00;;22,00;0,09;0,67;23,00;77,00;78,00;531,00;0,04;1724,00;518,00;0,21;0,05;0,88;0,04;0,09
CEREALS RTE;CEREALS RTE,KASHI,CINNA-RAISIN CRUNCH BY KELLOGG;8461,00;0,00;0,09;0,00;0,00;3,42;0,00;0,00;1510000038,00;330,00;0,00;0,00;2394,00;0,00;0,27;0,30;0,00;0,00;0,00;0,00;1,04;0,00;0,21;0,04;0,04;0,00;0,09;2,08;1 cup;0,00;;32,00;0,22;0,09;62,00;136,00;442,00;208,00;0,01;71,00;0,00;0,00;0,00;0,00;0,05;0,13
CEREALS RTE;CEREALS RTE,KASHI,ORGANIC PROMISE AUTUMN WHEAT;8462,00;0,00;0,04;0,00;0,00;3,46;0,00;0,00;1119999981,00;353,00;0,00;0,00;0,00;0,00;0,00;0,38;0,00;0,00;0,00;0,00;1339999962,00;0,00;0,13;0,00;0,04;0,00;0,08;2,25;1 cup,  (1 NLEA serving);0,00;;0,00;0,00;0,09;0,00;0,00;334,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
CEREALS RTE;CEREALS RTE,KASHI ORGANIC PROMISE STRAWBERRY FIELDS;8463,00;0,00;0,10;0,00;0,00;3,63;0,00;0,00;0,13;369,00;0,00;0,00;0,00;0,00;0,00;0,30;0,00;0,00;0,00;0,00;2929999924,00;0,00;0,09;0,00;0,00;0,00;0,03;1,33;1 cup,  (1 NLEA serving);0,00;;16,00;0,00;0,07;0,00;0,00;122,00;625,00;0,00;18,00;0,00;0,00;0,00;0,92;0,00;0,00
CEREALS RTE;CEREALS RTE,KASHI,SEVEN IN THE MORNING BY KELLOGG;8464,00;0,00;0,04;0,00;0,00;3,38;0,00;32,00;1169999981,00;356,00;0,00;0,00;3837,00;4554,00;1096,00;0,50;0,00;0,00;0,01;2,25;0,21;0,17;0,13;0,00;0,05;0,00;0,09;2,08;,5 cup;0,00;;41,00;0,29;0,96;139,00;298,00;375,00;448,00;0,13;8,00;0,00;0,00;0,00;0,00;0,06;0,08
CEREALS RTE;CEREALS RTE,KELLOGG,SCOOBY-DOO! BERRY BONES;8466,00;0,00;0,09;0,00;0,00;3,58;0,00;9,00;2400000095,00;386,00;0,00;0,00;0,31;0,71;0,13;0,21;0,00;517,00;0,05;0,34;1,54;0,04;0,09;0,00;0,05;0,00;0,09;1,38;1 cup,  (1 NLEA serving);0,00;;18,00;0,00;0,25;46,00;103,00;148,00;706,00;0,21;1724,00;518,00;0,21;0,05;2,17;0,02;0,00
CEREALS RTE;CEREALS RTE,KASHI ORGANIC PROMISE CRANBERRY SUNSHINE;8467,00;0,00;0,04;0,00;0,00;3,67;0,00;0,00;9899999619,00;401,00;0,00;0,00;0,00;0,00;0,00;0,21;0,00;0,00;0,00;0,00;1,04;0,00;0,13;0,01;0,05;0,00;0,13;1,21;1 cup,  (1 NLEA serving);0,00;;0,00;0,00;0,04;0,00;0,00;286,00;71,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
CEREALS RTE;CEREALS RTE,KELLOGG'S,RED SUGAR FROOT LOOPS;8468,00;0,00;0,05;0,00;0,00;3,58;0,00;7,00;3200000048,00;394,00;0,00;0,00;0,57;0,88;0,11;0,25;0,00;484,00;0,05;0,34;1,30;0,05;0,09;0,00;0,00;0,04;0,13;1,33;1,25 cup,  (l NLEA serving);0,00;;17,00;0,10;0,79;38,00;92,00;137,00;561,00;0,25;1611,00;484,00;0,21;0,08;1,96;0,02;0,04
CEREALS RTE;CEREALS RTE,KELLOGG'S,RED SUGAR FRSTD FLAKES CRL;8469,00;38,00;0,06;58,00;0,00;3,75;0,00;3,00;1100000024,00;377,00;817,00;0,00;0,01;0,79;0,16;0,21;0,00;550,00;0,05;0,34;1,13;0,04;0,13;0,00;0,01;0,00;0,01;1,29;1 cup,  (1 NLEA serving);0,00;;6,00;0,02;0,96;9,00;40,00;83,00;575,00;0,06;1962,00;557,00;0,21;0,05;0,96;0,00;0,00
CEREALS RTE;CEREALS RTE,KELLOGG'S,FRUIT HARVEST BANANA BERRY;8470,00;0,00;0,00;0,00;0,00;3,54;0,00;0,00;0,21;396,00;0,00;0,00;1354,00;0,71;0,03;0,21;0,00;501,00;0,04;0,00;1,21;0,04;0,13;0,00;0,00;0,17;0,21;1,25;,75 cup,  (1 NLEA serving);0,00;;35,00;0,17;0,63;54,00;142,00;285,00;454,00;0,21;1667,00;501,00;0,21;0,05;0,17;0,03;0,05
CEREALS RTE;CEREALS RTE,KELLOGG'S,SPL K LO CARB LIFESTYLE PROT PLUS;8471,00;0,00;0,21;0,00;0,00;1,96;0,00;54,00;0,71;349,00;0,00;0,00;0,04;1,00;1227,00;1,38;0,00;776,00;0,08;1,08;6699999809,00;0,05;0,13;0,09;0,21;0,08;0,38;1,21;,75 cup,  (1 NLEA serving);0,00;;135,00;0,00;1,17;236,00;671,00;1111,00;380,00;0,17;2586,00;776,00;0,29;0,09;3,00;0,67;0,50
CEREALS RTE;CEREALS RTE,KELLOGG'S,CORN FLAKES W/ REAL BANANAS;8472,00;52,00;0,04;63,00;0,00;3,50;0,00;0,00;2599999905,00;417,00;440,00;0,00;0,16;0,88;0,02;0,13;0,00;457,00;0,04;0,00;1,04;0,04;0,13;0,00;0,00;0,30;0,34;1,08;,75 cup;0,00;;29,00;0,13;0,25;25,00;29,00;185,00;452,00;0,00;1671,00;464,00;0,21;0,08;1,13;0,01;0,01
CEREALS RTE;CEREALS RTE,MALT-O-MEAL,HONEY BUZZERS;8476,00;0,00;0,09;0,00;0,00;3,63;1,00;0,00;2900000095,00;395,00;0,00;0,00;0,42;0,88;0,07;0,25;0,00;1081,00;0,09;0,42;3740000153,00;0,10;0,10;0,04;0,05;0,05;0,09;1,21;1,333 cup;0,00;;14,00;0,12;0,35;31,00;101,00;120,00;711,00;0,32;3600,00;1081,00;0,29;0,09;0,05;0,01;0,00
CEREALS RTE;CEREALS RTE,MALT-O-MEAL,GOLDEN PUFFS;8478,00;0,00;0,06;2,00;0,00;89,72;0,00;14,00;2599999905,00;397,00;94,00;0,00;0,59;25167,00;0,22;0,26;0,00;1206,00;2167,00;1,13;5134000015,00;0,09;0,14;0,02;0,24;0,11;0,06;1,13;,75 cup,  (1 NLEA serving);36,00;1 cup;11,00;0,12;0,36;46,00;140,00;154,00;176,00;0,29;4023,00;1206,00;0,30;2067,00;1,13;0,03;0,04
CEREALS RTE;CEREALS RTE,MALT-O-MEAL HONEY GRAHAM CRL;8481,00;0,00;0,25;0,00;0,00;82,83;0,00;0,00;5199999809,00;379,00;0,00;0,00;0,46;0,94;0,19;0,21;0,00;405,00;0,07;0,59;3103000069,00;0,05;0,13;0,05;0,06;0,04;0,13;1,25;,75 cup;0,00;;1190,00;0,09;0,67;38,00;636,00;158,00;909,00;0,57;1350,00;405,00;0,14;0,13;0,88;0,03;0,04
CEREALS RTE;CEREALS RTE,MALT-O-MEAL,PUFFED WHEAT CRL;8483,00;0,00;0,05;0,00;0,00;3,26;1,00;0,00;7300000191,00;396,00;0,00;0,00;0,19;2,63;1081,00;0,63;0,00;0,00;0,15;3,21;1100000024,00;0,19;0,08;0,25;0,05;0,31;0,09;0,63;1 cup;0,00;;25,00;0,03;2,21;146,00;399,00;412,00;10,00;0,13;100,00;0,00;0,00;0,22;0,04;0,04;0,08
CEREALS RTE;CEREALS RTE,MALT-O-MEAL,RAISIN BRAN CRL;8484,00;0,00;0,13;0,00;0,00;3,17;1,00;0,00;0,55;361,00;0,00;0,00;0,22;0,96;0,68;0,38;0,00;378,00;0,07;1,42;3029999924,00;0,07;0,34;0,28;0,04;0,33;0,11;2,46;1 cup;0,00;;45,00;0,34;0,43;142,00;405,00;578,00;664,00;0,46;1260,00;378,00;0,14;0,08;0,54;0,05;0,05
CEREALS RTE;CEREALS RTE,MALT-O-MEAL,BLUEBERRY MUFFIN TOPS CRL;8487,00;0,00;0,09;0,00;0,00;3,33;0,00;0,00;4800000191,00;443,00;0,00;0,00;0,30;0,84;0,19;0,17;0,00;631,00;0,08;0,67;3540000153,00;0,08;0,04;0,20;0,21;0,10;0,46;1,25;,75 cup;0,00;;356,00;0,12;0,67;39,00;291,00;158,00;415,00;0,55;2100,00;631,00;0,34;0,11;1,46;0,07;0,17
CEREALS RTE;CEREALS RTE,MALT-O-MEAL,FARINA HOT WHEAT CRL,DRY;8488,00;0,00;0,04;0,00;0,00;3,09;1,00;0,00;3900000095,00;362,00;0,00;0,00;0,00;0,54;0,00;0,54;0,00;0,00;0,07;0,00;0,70;0,09;0,38;0,10;0,53;0,21;0,06;1,46;3 tbsp;0,00;;377,00;0,00;1,63;0,00;0,00;140,00;10,00;0,00;100,00;0,00;0,00;0,10;0,04;0,00;0,00
CEREALS RTE;CEREALS RTE,MALT-O-MEAL,MAPLE & BRWN SGR HOT WHT CRL,DRY;8489,00;0,00;0,01;0,00;0,00;3,50;1,00;0,00;3099999905,00;377,00;0,00;0,00;0,00;0,92;0,00;0,33;0,00;0,00;0,05;0,00;3559999847,00;0,04;0,21;0,10;0,30;0,01;0,05;1,88;,25 cup;0,00;;314,00;0,00;1,30;0,00;125,00;130,00;10,00;0,00;100,00;0,00;0,00;0,09;0,04;0,00;0,00
CEREALS RTE;CEREALS RTE,MALT-O-MEAL,HI FIBER BRAN FLAKES;8490,00;0,00;0,13;0,00;0,00;3,34;1,00;0,00;1489999962,00;388,00;0,00;0,00;6516,00;1,25;1357,00;0,42;0,00;0,00;0,09;2,63;0,80;0,08;0,09;0,32;0,07;0,41;0,12;1,21;,75 cup;0,00;;44,00;0,36;1,46;169,00;484,00;598,00;672,00;0,54;5910,00;0,00;1,17;0,42;2,38;26,64;0,05
CEREALS RTE;CEREALS RTE,MALT-O-MEAL,HONEY NUT TOASTY O'S CRL;8491,00;0,00;0,17;0,00;0,00;3,41;0,00;0,00;5599999905,00;390,00;0,00;0,00;4106,00;0,98;0,37;0,42;0,00;941,00;0,11;1,04;3872999954,00;0,08;0,05;0,58;0,60;0,30;0,09;1,25;1 cup;0,00;;397,00;0,02;0,71;102,00;358,00;309,00;836,00;0,68;3133,00;941,00;0,11;0,13;1,25;0,10;0,05
CEREALS RTE;CEREALS RTE,MALT-O-MEAL,PUFFED RICE CRL;8492,00;0,00;0,00;0,00;0,00;3,75;1,00;0,00;0,04;401,00;0,00;0,00;1246,00;2,17;1098,00;0,30;0,00;0,00;0,13;0,71;0,80;0,18;0,00;0,18;0,26;0,21;0,07;0,63;1 cup;0,00;;5,00;0,16;1,84;30,00;115,00;103,00;5,00;0,05;100,00;0,00;0,00;0,16;0,04;0,01;0,00
CEREALS RTE;CEREALS RTE,MALT-O-MEAL,APPL ZINGS;8493,00;0,00;0,09;0,00;0,00;3,63;1,00;0,00;2799999952,00;395,00;0,00;0,00;0,57;0,83;0,00;0,21;0,00;838,00;0,11;0,59;4290000153,00;0,06;0,08;0,06;0,58;0,31;0,13;1,38;1 cup;0,00;;429,00;0,09;0,71;36,00;123,00;140,00;514,00;0,59;2790,00;838,00;0,28;0,09;2,46;0,02;0,00
CEREALS RTE;CEREALS RTE,MALT-O-MEAL,CINN TOASTERS;8494,00;0,00;0,09;0,00;0,00;3,29;1,00;0,00;4699999809,00;431,00;0,00;0,00;1607,00;0,96;0,32;0,21;0,00;468,00;0,10;1,21;3479999924,00;0,07;0,09;0,19;0,17;0,09;0,42;1,25;,75 cup;0,00;;388,00;0,13;0,67;48,00;336,00;150,00;461,00;0,63;1560,00;468,00;0,23;0,13;0,88;0,05;0,21
CEREALS RTE;CEREALS RTE,MALT-O-MEAL,COCOA DYNO-BITES;8495,00;0,00;0,05;0,00;0,00;3,71;1,00;0,00;1200000048,00;402,00;0,00;0,00;0,05;1,63;0,04;0,17;0,00;1036,00;0,09;0,38;4520000076,00;0,05;0,05;0,18;0,15;0,11;0,13;1,21;,75 cup;0,00;;8,00;0,13;0,31;25,00;70,00;179,00;609,00;0,24;3450,00;1036,00;0,35;0,15;0,04;0,01;0,00
CEREALS RTE;CEREALS RTE,MALT-O-MEAL,CORN FLAKES;8497,00;56,00;0,09;85,00;0,00;3,63;1,00;0,00;2900000095,00;380,00;1198,00;0,00;0,06;0,80;0,05;0,25;0,00;1200,00;0,09;0,30;7800000191,00;0,09;0,13;0,00;0,01;0,01;0,02;1,25;1 cup;0,00;;2,00;0,01;1,17;18,00;59,00;91,00;1020,00;0,03;4189,00;1211,00;0,00;0,09;2,79;0,01;0,00
CEREALS RTE;CEREALS RTE,MALT-O-MEAL,FRSTD WHL WHEAT CRL;8500,00;0,00;0,04;0,00;0,00;3,42;1,00;0,00;0,42;388,00;0,00;0,00;0,00;0,67;0,00;0,38;0,00;0,00;0,04;0,00;1789999962,00;0,05;0,17;0,25;0,06;0,27;0,09;2,29;1 cup;0,00;;27,00;0,24;1,59;106,00;311,00;340,00;18,00;0,26;100,00;0,00;0,13;0,07;0,04;0,00;0,00
CEREALS RTE;CEREALS RTE,MALT-O-MEAL,FRUITY DYNO-BITES;8501,00;0,00;0,05;0,00;0,00;3,75;1,00;0,00;0,04;404,00;0,00;0,00;0,44;1,09;0,41;0,13;0,00;1090,00;0,12;0,00;4259999847,00;0,07;0,04;0,09;0,18;0,04;0,14;1,13;,75 cup;0,00;;3,00;0,09;0,33;15,00;67,00;76,00;642,00;0,28;3630,00;1090,00;0,26;0,13;0,04;0,06;0,00
CEREALS RTE;CEREALS RTE,NATURE'S PATH,OPTIMUM;8502,00;0,00;0,18;0,00;0,00;3,07;0,00;56,00;1820000076,00;345,00;0,00;0,00;0,19;5782,00;1139,00;0,62;0,00;0,00;0,19;1,55;2909000015,00;0,23;0,17;0,67;0,13;0,00;0,20;2,29;1 cup;0,00;;455,00;1133,00;0,23;249,00;475,00;751,00;364,00;0,13;0,00;0,00;0,48;0,41;0,08;0,04;0,09
CEREALS RTE;CEREALS RTE,NATURE'S PATH,OPTIMUM SLIM;8503,00;0,00;0,21;0,00;0,00;2,88;0,00;56,00;0,83;327,00;0,00;0,00;3794,00;0,21;1212,00;0,69;0,00;0,00;0,25;1,42;1818000031,00;0,23;0,17;0,05;2903,00;0,00;0,20;2,29;1 cup;0,00;;455,00;1136,00;0,23;246,00;420,00;956,00;455,00;0,13;0,00;0,00;0,00;0,34;0,00;0,06;0,55
CEREALS RTE;CEREALS RTE,RALSTON ENR BRAN FLAKES;8504,00;0,00;0,18;0,00;0,00;79,77;0,00;28,00;1689999962,00;310,00;0,00;0,00;3467,00;90567,00;1,21;0,43;0,00;531,00;0,31;0,38;1717000008,00;4713,00;0,12;0,31;1383,00;0,30;0,15;1,21;1 serving,  (NLEA serving size = 0,75 cup);42,00;1 cup;45,00;0,37;67,67;190,00;533,00;630,00;813,00;2,69;1771,00;531,00;0,00;0,26;9,96;3,37;0,09
CEREALS RTE;CEREALS RTE,RALSTON CORN BISCUITS;8505,00;0,00;0,18;73,00;66,00;85,79;0,00;0,00;2599999905,00;367,00;0,00;0,00;0,15;21833,00;0,08;0,27;0,00;298,00;1697,00;0,08;9510000229,00;0,08;0,17;0,09;0,24;0,13;0,05;1,25;1 serving,  (NLEA serving size = 1 cup);31,00;1 cup;378,00;0,07;1,61;15,00;38,00;90,00;1070,00;0,72;1170,00;307,00;0,00;0,10;0,75;0,00;0,00
CEREALS RTE;CEREALS RTE,RALSTON CORN FLAKES;8506,00;22,00;0,10;85,00;66,00;3,67;0,00;2,00;2700000048,00;357,00;0,00;0,00;0,10;21033,00;0,10;0,21;0,00;570,00;0,09;0,08;7840000153,00;4483,00;0,15;0,07;0,20;0,16;0,06;1,17;1 serving,  (NLEA serving size = 1 cup);31,00;1 cup;2,00;0,08;0,79;7,00;33,00;86,00;710,00;0,00;2115,00;581,00;0,00;1907,00;2,71;0,00;0,00
CEREALS RTE;CEREALS RTE,RALSTON CRISPY HEXAGONS;8507,00;0,00;0,10;40,00;33,00;86,78;0,00;0,00;0,05;379,00;0,00;0,00;0,45;1,21;0,02;0,27;0,00;779,00;0,16;0,08;9569999695,00;0,33;0,17;0,13;0,02;0,18;0,07;1,21;1 serving,  (NLEA serving size = 1 cup);28,00;1 cup;8,00;0,09;34,67;16,00;63,00;99,00;816,00;0,32;2691,00;784,00;0,00;0,34;1,80;0,00;0,00
CEREALS RTE;CEREALS RTE,USDA CMDTY CORN & RICE (INCLUDES ALL  BRANDS);8508,00;0,00;0,10;39,00;33,00;86,85;0,00;0,00;1399999976,00;378,00;0,00;0,00;0,05;29,62;0,16;0,25;0,00;810,00;0,19;0,25;1035000038,00;6288,00;0,18;0,14;0,25;0,02;0,05;28,98;1 cup;29,00;1 serving,  (NLEA serving = 1 cup);10,00;0,10;1,42;19,00;77,00;105,00;795,00;0,30;2792,00;814,00;0,00;5986,00;1,59;0,01;0,00
CEREALS RTE;CEREALS RTE,USDA CMDTY RICE CRISPS (INCLUDES ALL  BRANDS);8509,00;0,00;0,11;0,00;0,00;3,59;0,00;0,00;0,70;381,00;0,00;0,00;1057,00;26217,00;0,22;0,28;0,00;608,00;2518,00;0,55;8350000381,00;2052,00;0,18;0,18;0,23;0,25;0,06;1,38;1,25 serving,  (NLEA serving = 1,25 cup);28,00;1 cup;5,00;0,11;0,45;24,00;96,00;108,00;850,00;0,05;2028,00;608,00;0,00;2683,00;1,92;0,01;0,00
No Category;MILK & CRL BAR;8510,00;0,00;0,09;0,00;0,00;3,00;6,00;31,00;0,40;413,00;0,00;0,00;0,14;8194,00;0,34;0,28;0,00;188,00;0,48;0,30;4597000122,00;0,43;0,38;1186,00;0,17;9114,00;0,48;0,00;;0,00;;410,00;0,05;0,28;21,00;155,00;254,00;319,00;0,06;627,00;188,00;0,08;0,57;0,63;0,03;0,09
